#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Kb),GC%,Host,Segmemts,Genes,Proteins,Release Date,Modify Date,Status
Wenzhou picorna-like virus 16,1923600,PRJNA361735,361735,Other,Other,6.372,40.9,invertebrates, Unknown:NC_032963.1/KX884342.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 15,1923599,PRJNA361736,361736,Other,Other,8.61,46.2,invertebrates, Unknown:NC_032886.1/KX884328.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 14,1923598,PRJNA361737,361737,Other,Other,8.951,40.7,invertebrates, Unknown:NC_033223.1/KX884382.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 13,1923597,PRJNA361738,361738,Other,Other,9.458,46.4,invertebrates, Unknown:NC_033075.1/KX884360.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 12,1923596,PRJNA361739,361739,Other,Other,9.025,43.4,invertebrates, Unknown:NC_032953.1/KX884340.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 11,1923595,PRJNA361740,361740,Other,Other,7.094,42.7,invertebrates, Unknown:NC_032917.1/KX884333.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 10,1923594,PRJNA361741,361741,Other,Other,9.142,43.5,invertebrates, Unknown:NC_032981.1/KX884346.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 1,1923593,PRJNA361742,361742,Other,Other,8.804,43.2,invertebrates, Unknown:NC_033137.1/KX884370.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou narna-like virus 9,1923584,PRJNA361743,361743,Other,Other,4.228,45.7,invertebrates, Unknown:NC_033177.1/KX883619.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou narna-like virus 8,1923583,PRJNA361744,361744,Other,Other,2.768,47.6,invertebrates, Unknown:NC_033171.1/KX883618.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou narna-like virus 7,1923582,PRJNA361745,361745,Other,Other,3.206,35.8,invertebrates, Unknown:NC_033144.1/KX883614.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou narna-like virus 5,1923580,PRJNA361746,361746,Other,Other,3.959,40.1,invertebrates, Unknown:NC_033109.1/KX883610.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou narna-like virus 3,1923578,PRJNA361747,361747,Other,Other,2.716,57.7,invertebrates, Unknown:NC_032744.1/KX883550.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou narna-like virus 2,1923577,PRJNA361748,361748,Other,Other,2.642,54.4,invertebrates, Unknown:NC_032742.1/KX883549.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou hepe-like virus 1,1923566,PRJNA361749,361749,Other,Other,10.162,39.2,invertebrates, Unknown:NC_033184.1/KX883835.1,5,5,2016/12/10,2017/01/17,Complete Genome
Wenzhou hepe-like virus 2,1923565,PRJNA361750,361750,Other,Other,7.652,41.6,invertebrates, Unknown:NC_033147.1/KX883832.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou gastropodes virus 2,1923564,PRJNA361751,361751,Other,Other,8.926,32.2,invertebrates, Unknown:NC_033172.1/KX884374.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou gastropodes virus 1,1923563,PRJNA361752,361752,Other,Other,9.309,40.2,invertebrates, Unknown:NC_033156.1/KX884372.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou crab virus 5,1923562,PRJNA361753,361753,Other,Other,8.691,56.4,invertebrates, Unknown:NC_033022.1/KX882994.1,5,5,2016/12/10,2017/01/17,Complete Genome
Wenzhou crab virus 4,1923561,PRJNA361754,361754,Other,Other,4.778,56.6,invertebrates, Unknown:NC_033240.1/KX883276.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenzhou channeled applesnail virus 3,1923559,PRJNA361755,361755,Other,Other,8.377,35.8,invertebrates, Unknown:NC_032890.1/KX883316.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou channeled applesnail virus 2,1923558,PRJNA361756,361756,Other,Other,10.481,37.2,invertebrates, Unknown:NC_032877.1/KX884325.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou channeled applesnail virus 1,1923557,PRJNA361757,361757,Other,Other,8.943,37.5,invertebrates, Unknown:NC_032892.1/KX884329.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou bivalvia virus 3,1923555,PRJNA361758,361758,Other,Other,5.077,48.6,invertebrates, Unknown:NC_033166.1/KX883014.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou bivalvia virus 2,1923554,PRJNA361759,361759,Other,Other,6.57,52.9,invertebrates, Unknown:NC_033100.1/KX884028.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou bivalvia virus 1,1923553,PRJNA361760,361760,Other,Other,11.29,44.2,invertebrates, Unknown:NC_032827.1/KX883302.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling zhaovirus-like virus 1,1923551,PRJNA361761,361761,Other,Other,5.635,31.6,invertebrates, Unknown:NC_033197.1/KX884044.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling toti-like virus 2,1923549,PRJNA361762,361762,Other,Other,8.033,54.1,invertebrates, Unknown:NC_033012.1/KX882992.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling tombus-like virus 5,1923547,PRJNA361763,361763,Other,Other,4.752,58.4,invertebrates, Unknown:NC_033090.1/KX883257.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenling tombus-like virus 4,1923546,PRJNA361764,361764,Other,Other,5.321,53.1,invertebrates, Unknown:NC_033024.1/KX883249.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenling tombus-like virus 3,1923545,PRJNA361765,361765,Other,Other,3.908,48.7,invertebrates, Unknown:NC_033073.1/KX883255.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenling tombus-like virus 2,1923544,PRJNA361766,361766,Other,Other,4.118,43.8,invertebrates, Unknown:NC_033059.1/KX883254.1,4,4,2016/12/10,2017/01/17,Complete Genome
Wenling tombus-like virus 1,1923543,PRJNA361767,361767,Other,Other,3.348,48.9,invertebrates, Unknown:NC_033043.1/KX883252.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling toga-like virus,1923542,PRJNA361768,361768,Other,Other,9.247,61.9,invertebrates, Unknown:NC_033079.1/KX883827.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling sobemo-like virus 2,1923541,PRJNA361769,361769,Other,Other,2.571,50.6,invertebrates, Unknown:NC_033230.1/KX882929.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling sobemo-like virus 1,1923540,PRJNA361770,361770,Other,Other,3.259,46.1,invertebrates, Unknown:NC_033236.1/KX882930.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 9,1923537,PRJNA361771,361771,Other,Other,9.041,49.6,invertebrates, Unknown:NC_032854.1/KX884320.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 8,1923536,PRJNA361772,361772,Other,Other,9.299,48.6,invertebrates, Unknown:NC_032844.1/KX884318.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 7,1923535,PRJNA361773,361773,Other,Other,7.484,46.6,invertebrates, Unknown:NC_032818.1/KX884314.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 6,1923534,PRJNA361774,361774,Other,Other,10.033,38.7,invertebrates, Unknown:NC_032815.1/KX884313.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 5,1923533,PRJNA361775,361775,Other,Other,8.467,41.5,invertebrates, Unknown:NC_032834.1/KX884316.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 4,1923532,PRJNA361776,361776,Other,Other,8.837,41.1,invertebrates, Unknown:NC_032799.1/KX884310.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 3,1923531,PRJNA361777,361777,Other,Other,10.236,50.1,invertebrates, Unknown:NC_032791.1/KX884309.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling picorna-like virus 1,1923529,PRJNA361778,361778,Other,Other,9.155,41.4,invertebrates, Unknown:NC_032803.1/KX884311.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling nido-like virus 1,1923510,PRJNA361779,361779,Other,Other,24.854,47.2,invertebrates, Unknown:NC_032763.1/KX883636.1,3,3,2016/12/10,2017/01/17,Chromosome
Wenling narna-like virus 9,1923509,PRJNA361780,361780,Other,Other,2.702,36.2,invertebrates, Unknown:NC_033064.1/KX883604.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling narna-like virus 7,1923507,PRJNA361781,361781,Other,Other,2.723,61.9,invertebrates, Unknown:NC_033049.1/KX883602.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling narna-like virus 5,1923505,PRJNA361782,361782,Other,Other,1.79,43.7,invertebrates, Unknown:NC_033038.1/KX883600.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling narna-like virus 4,1923504,PRJNA361783,361783,Other,Other,1.793,36.1,invertebrates, Unknown:NC_033033.1/KX883599.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling narna-like virus 3,1923503,PRJNA361784,361784,Other,Other,3.319,47.2,invertebrates, Unknown:NC_033044.1/KX883601.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling narna-like virus 2,1923502,PRJNA361785,361785,Other,Other,2.781,53.2,invertebrates, Unknown:NC_033060.1/KX883603.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling narna-like virus 1,1923501,PRJNA361786,361786,Other,Other,2.583,57.8,invertebrates, Unknown:NC_033091.1/KX883607.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling hepe-like virus 4,1923496,PRJNA361787,361787,Other,Other,10.025,39,invertebrates, Unknown:NC_033098.1/KX883829.1,6,6,2016/12/10,2017/01/17,Complete Genome
Wenling hepe-like virus 3,1923495,PRJNA361788,361788,Other,Other,11.515,43.1,invertebrates, Unknown:NC_033086.1/KX883828.1,4,4,2016/12/10,2017/01/17,Complete Genome
Wenling hepe-like virus 2,1923494,PRJNA361789,361789,Other,Other,12.441,44.3,invertebrates, Unknown:NC_033130.1/KX883831.1,4,4,2016/12/10,2017/01/17,Complete Genome
Wenling hepe-like virus 1,1923493,PRJNA361790,361790,Other,Other,10.962,39.1,invertebrates, Unknown:NC_033115.1/KX883830.1,5,5,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 6,1923489,PRJNA361791,361791,Other,Other,9.716,42.4,invertebrates, Unknown:NC_032810.1/KX884312.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 5,1923488,PRJNA361792,361792,Other,Other,10.528,43.6,invertebrates, Unknown:NC_032839.1/KX884317.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 4,1923487,PRJNA361793,361793,Other,Other,9.291,30.5,invertebrates, Unknown:NC_032864.1/KX884322.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 3,1923486,PRJNA361794,361794,Other,Other,9.887,41.1,invertebrates, Unknown:NC_032858.1/KX884321.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 2,1923485,PRJNA361795,361795,Other,Other,8.664,35.2,invertebrates, Unknown:NC_032830.1/KX884315.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 15,1923484,PRJNA361796,361796,Other,Other,11.119,57,invertebrates, Unknown:NC_032802.1/KX884458.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 14,1923483,PRJNA361797,361797,Other,Other,11.314,47.1895,invertebrates, 1:NC_033291.1/KX884451.1;  2:NC_033292.1/KX884452.1,4,4,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 13,1923482,PRJNA361798,361798,Other,Other,10.829,41.4147,invertebrates, 1:NC_033293.1/KX884453.1;  2:NC_033294.1/KX884454.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 12,1923481,PRJNA361799,361799,Other,Other,7.447,45.3,invertebrates, Unknown:NC_032793.1/KX884457.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 11,1923480,PRJNA361800,361800,Other,Other,11.56,49.7,invertebrates, Unknown:NC_032781.1/KX884456.1,5,5,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 10,1923479,PRJNA361801,361801,Other,Other,11.938,41.9,invertebrates, Unknown:NC_032739.1/KX884450.1,5,5,2016/12/10,2017/01/17,Complete Genome
Wenling crustacean virus 1,1923478,PRJNA361802,361802,Other,Other,10.183,50.2,invertebrates, Unknown:NC_033065.1/KX883826.1,3,3,2016/12/10,2017/01/17,Complete Genome
Shuangao toti-like virus,1923477,PRJNA361803,361803,Other,Other,6.891,41.1,invertebrates, Unknown:NC_032851.1/KX882960.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shuangao sobemo-like virus 3,1923476,PRJNA361804,361804,Other,Other,2.781,38.1,invertebrates, Unknown:NC_033072.1/KX882823.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shuangao sobemo-like virus 2,1923475,PRJNA361805,361805,Other,Other,2.791,52.6,invertebrates, Unknown:NC_033089.1/KX882825.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shuangao sobemo-like virus 1,1923474,PRJNA361806,361806,Other,Other,3.718,47.4,invertebrates, Unknown:NC_033084.1/KX882824.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shuangao insect virus 9,1923470,PRJNA361807,361807,Other,Other,2.799,52,invertebrates, Unknown:NC_033095.1/KX882826.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shuangao insect virus 8,1923469,PRJNA361808,361808,Other,Other,12.155,36.8,invertebrates, Unknown:NC_032978.1/KX883910.1,4,4,2016/12/10,2017/01/17,Complete Genome
Shuangao insect virus 12,1923468,PRJNA361809,361809,Other,Other,9.854,31.8,invertebrates, Unknown:NC_032994.1/KX883912.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shuangao insect virus 11,1923467,PRJNA361810,361810,Other,Other,2.704,54.8,invertebrates, Unknown:NC_033265.1/KX883119.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shuangao insect virus 10,1923466,PRJNA361811,361811,Other,Other,2.758,43.2,invertebrates, Unknown:NC_032732.1/KX883121.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shuangao alphatetra-like virus 1,1923464,PRJNA361812,361812,Other,Other,7.548,40.9,invertebrates, Unknown:NC_033146.1/KX883771.1,4,4,2016/12/10,2017/01/17,Complete Genome
Shayang ascaridia galli virus 2,1923460,PRJNA361813,361813,Other,Other,13.283,45.6,invertebrates, Unknown:NC_033182.1/KX884440.1,6,6,2016/12/10,2017/01/17,Complete Genome
Shahe yuevirus-like virus 1,1923457,PRJNA361814,361814,Other,Other,7.768,33.7496,invertebrates, 1:NC_033289.1/KX884034.1;  2:NC_033290.1/KX884035.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe tombus-like virus 2,1923456,PRJNA361815,361815,Other,Other,3.09,53.1,invertebrates, Unknown:NC_032920.1/KX883153.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe tombus-like virus 1,1923455,PRJNA361816,361816,Other,Other,2.824,59,invertebrates, Unknown:NC_032936.1/KX883155.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe sobemo-like virus 1,1923454,PRJNA361817,361817,Other,Other,3.593,49.3,invertebrates, Unknown:NC_032785.1/KX882862.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe qinvirus-like virus 1,1923453,PRJNA361818,361818,Other,Other,7.807,46.5347,invertebrates, 1:NC_033287.1/KX883994.1;  2:NC_033288.1/KX883995.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 9,1923452,PRJNA361819,361819,Other,Other,9.126,44.9,invertebrates, Unknown:NC_032863.1/KX883651.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 7,1923450,PRJNA361820,361820,Other,Other,10.076,38.4,invertebrates, Unknown:NC_032871.1/KX883652.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 6,1923449,PRJNA361821,361821,Other,Other,8.831,43.5,invertebrates, Unknown:NC_032876.1/KX883653.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 5,1923448,PRJNA361822,361822,Other,Other,8.658,42.7,invertebrates, Unknown:NC_032888.1/KX883656.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 4,1923447,PRJNA361823,361823,Other,Other,8.86,54.9,invertebrates, Unknown:NC_032904.1/KX883659.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 3,1923446,PRJNA361824,361824,Other,Other,8.352,45.8,invertebrates, Unknown:NC_032946.1/KX883667.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 2,1923445,PRJNA361825,361825,Other,Other,9.272,41.5,invertebrates, Unknown:NC_032838.1/KX883646.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 14,1923444,PRJNA361826,361826,Other,Other,10.36,44.8,invertebrates, Unknown:NC_032935.1/KX883664.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 13,1923443,PRJNA361827,361827,Other,Other,9.077,43,invertebrates, Unknown:NC_032894.1/KX883657.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 12,1923442,PRJNA361828,361828,Other,Other,7.849,36.8,invertebrates, Unknown:NC_032857.1/KX883650.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 11,1923441,PRJNA361829,361829,Other,Other,9.081,36.7,invertebrates, Unknown:NC_032928.1/KX883663.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 10,1923440,PRJNA361830,361830,Other,Other,8.281,44.6,invertebrates, Unknown:NC_032898.1/KX883658.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe picorna-like virus 1,1923439,PRJNA361831,361831,Other,Other,8.922,39.1,invertebrates, Unknown:NC_032940.1/KX883666.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe narna-like virus 7,1923435,PRJNA361832,361832,Other,Other,2.281,40,invertebrates, Unknown:NC_032796.1/KX883560.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe narna-like virus 5,1923433,PRJNA361833,361833,Other,Other,1.684,42.8,invertebrates, Unknown:NC_032762.1/KX883555.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe narna-like virus 3,1923431,PRJNA361834,361834,Other,Other,2.982,35.2,invertebrates, Unknown:NC_032750.1/KX883552.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe narna-like virus 2,1923430,PRJNA361835,361835,Other,Other,3.375,47.6,invertebrates, Unknown:NC_032792.1/KX883559.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe narna-like virus 1,1923429,PRJNA361838,361838,Other,Other,3.209,47.4,invertebrates, Unknown:NC_032754.1/KX883553.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe isopoda virus 3,1923423,PRJNA361839,361839,Other,Other,6.235,52.5,invertebrates, Unknown:NC_033106.1/KX884029.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe isopoda virus 2,1923422,PRJNA361840,361840,Other,Other,10.297,55,invertebrates, Unknown:NC_032822.1/KX883642.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe isopoda virus 1,1923421,PRJNA361841,361841,Other,Other,10.12,44.1,invertebrates, Unknown:NC_032829.1/KX883643.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe heteroptera virus 4,1923420,PRJNA361842,361842,Other,Other,8.739,33.7,invertebrates, Unknown:NC_032809.1/KX883640.1,2,2,2016/12/10,2017/01/17,Complete Genome
Shahe heteroptera virus 1,1923417,PRJNA361843,361843,Other,Other,10.019,44.7,invertebrates, Unknown:NC_032952.1/KX883668.1,1,1,2016/12/10,2017/01/17,Complete Genome
Shahe endorna-like virus 1,1923414,PRJNA361844,361844,Other,Other,15.783,45.6,invertebrates, Unknown:NC_032798.1/KX883795.1,1,1,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 9,1923408,PRJNA361845,361845,Other,Other,8.687,38.5,invertebrates, Unknown:NC_033173.1/KX883704.1,1,1,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 8,1923407,PRJNA361846,361846,Other,Other,9.166,37.1,invertebrates, Unknown:NC_033194.1/KX883707.1,1,1,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 7,1923406,PRJNA361847,361847,Other,Other,10.194,36.8,invertebrates, Unknown:NC_033180.1/KX883705.1,3,3,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 21,1923405,PRJNA361848,361848,Other,Other,10.153,39,invertebrates, Unknown:NC_033189.1/KX883706.1,1,1,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 20,1923404,PRJNA361849,361849,Other,Other,7.192,51.7,invertebrates, Unknown:NC_032931.1/KX882976.1,2,2,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 19,1923403,PRJNA361850,361850,Other,Other,4.981,55.4,invertebrates, Unknown:NC_033196.1/KX883451.1,3,3,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 17,1923401,PRJNA361851,361851,Other,Other,4.369,46,invertebrates, Unknown:NC_033077.1/KX883174.1,2,2,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 16,1923400,PRJNA361852,361852,Other,Other,3.108,46.4,invertebrates, Unknown:NC_033139.1/KX883181.1,1,1,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 14,1923398,PRJNA361853,361853,Other,Other,4.175,50.4,invertebrates, Unknown:NC_033092.1/KX883176.1,4,4,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 13,1923397,PRJNA361854,361854,Other,Other,2.308,52,invertebrates, Unknown:NC_032828.1/KX883566.1,1,1,2016/12/10,2017/01/17,Complete Genome
Sanxia water strider virus 10,1923394,PRJNA361855,361855,Other,Other,4.626,47.1062,invertebrates, 1:NC_033279.1/KX882889.1;  2:NC_033286.1/KX882890.1,3,3,2016/12/10,2017/01/17,Complete Genome
Sanxia tombus-like virus 9,1923393,PRJNA361856,361856,Other,Other,5.094,56,invertebrates, Unknown:NC_033149.1/KX883182.1,3,3,2016/12/10,2017/01/17,Complete Genome
Sanxia tombus-like virus 8,1923392,PRJNA361857,361857,Other,Other,2.566,42.8,invertebrates, Unknown:NC_033068.1/KX883173.1,2,2,2016/12/10,2017/01/17,Complete Genome
Sanxia tombus-like virus 6,1923390,PRJNA361858,361858,Other,Other,3.284,56.8,invertebrates, Unknown:NC_033117.1/KX883178.1,2,2,2016/12/10,2017/01/17,Complete Genome
Sanxia tombus-like virus 5,1923389,PRJNA361859,361859,Other,Other,2.585,48.2,invertebrates, Unknown:NC_033058.1/KX883172.1,2,2,2016/12/10,2017/01/17,Complete Genome
